"","document","topic","gamma"
"493","Owen Riley and the Amulet of Destiny Pilot ",1,0.00033714916189328
"494","Paranormal Chasers Legend of the Black Cross ",1,0.00040389812470077
"495","Pillars of the Sky ",1,0.000188009392263234
"496","Planet of the Vampire Women ",1,0.000348673654518552
"497","Providence Island ",1,0.000266643541740073
"498","Purple Death from Outer Space ",1,9.51046629655333e-05
"499","QUANTUM SHOCK the Movie ",1,0.000220526412496885
"500","Queen of Canton ",1,0.00031624393517759
"501","QueenPin II the Restoration ",1,0.000211386370599071
"502","Race Across the Sky: The Leadville Trail 100 ",1,0.000195205233872035
"503","Raiders, Raptors and Rebels: Behind the Magic of ILM ",1,0.000145191802160118
"504","Raise the Song: The History of Penn State ",1,0.00015631675634252
"505","Red Riding, the Alpha Huntress ",1,0.000202973821674582
"506","Red Rose of Normandy ",1,0.000109382343736404
"507","Redemption 101 ",1,0.000259850942961959
"508","Reflections: A Spring Break Fantasy ",1,0.000230492579313087
"509","Reflections: Dreams and Reality ",1,0.000316243935177594
"510","Rendezvous at the Golden Gate Bed & Breakfast ",1,9.25168986040535e-05
"511","Riders of Black River ",1,0.000326362118537614
"512","Riders of the Badlands ",1,0.000326362118537633
"513","Riders of the Black Hills ",1,0.000374259676169875
"514","Road to the Women's World Cup ",1,0.000348673654518563
"515","Robin Hood of Texas ",1,0.000273800794750843
"516","Rounding Up the Law ",1,0.000361013895720705
"517","Ruff Tuff and Real: Legends of Australian Wrestling ",1,0.000306734272636924
"518","Sailing to Freedom ",1,0.000259850942961948
"519","Salt of the Earth ",1,0.000316243935177596
"520","Scenic Trex Rainforest ",1,0.000259850942961953
"521","Secret Access: The Vatican ",1,0.000235821270080375
"522","Sedition ",1,0.000127100495483829
"523","She and Politics ",1,0.993600554998239
"524","Shivaji the Real Hero ",1,0.00018800939226325
"525","Short of the Glory ",1,0.000184606815956305
"526","Shred Bots the Movie ",1,0.000119646359148793
"527","Sons of New Mexico ",1,0.000175099986662455
"528","Sons of the City: New York ",1,0.000306734272636926
"529","South of Santa Fe ",1,0.000337149161893281
"530","South of Sonora ",1,0.000253395822602549
"531","Stage to Blue River ",1,0.000220526412496917
"532","Star of Bethlehem: A Mystery Revealed ",1,0.000281352876104282
"533","Starrcade: The Essential Collection ",1,0.000181325209363125
"534","Starship Exeter: The Tressaurian Intersection ",1,0.000388514466312616
"535","Streets of Laredo ",1,0.000235821270080373
"536","Strike of the Thunderkick Tiger ",1,0.000281352876104286
"537","Sweating in the Spirit ",1,0.00026664354174005
"538","Sélection officielle ",1,0.000420550276284182
"539","T'ai Fu: Wrath of the Tiger ",1,0.000348673654518567
"540","Tales from the Epic of Kings ",1,0.996611849663727
"541","Tales of Old Edinburgh ",1,0.000169288022382424
"542","Taymour and Shafika ",1,0.000403898124700765
"543","Terror from the Year 5000 ",1,0.000235821270080368
"544","Terror of the Plains ",1,0.000297779837619607
"545","The Adventures of Young Indiana Jones: Love's Sweet Song ",1,0.000137370549445565
"546","The Adventures of the Masked Phantom ",1,0.000337149161893266
"547","The American ",1,0.00015631675634252
"548","The Ancestor of Tai Chi ",1,0.000230492579313081
"549","The Art of Tang Soo Do Volume 2 ",1,0.00028135287610427
"550","The Art of Tang Soo Do Volume 4 ",1,0.000121066409509169
"551","The Artifice ",1,0.000235821270080373
"552","The Astronaut ",1,0.000259850942961951
"553","The Avenging Rider ",1,0.000230492579313086
"554","The Battle of Ripcord ",1,0.00023582127008037
"555","The Bouncer ",1,0.000438634562333111
"556","The Brothers Bull ",1,0.000326362118537617
"557","The Call of the Canyon ",1,0.0002304925793131
"558","The Canyon of Missing Men ",1,0.000337149161893266
"559","The Chemist ",1,0.000316243935177579
"560","The Cloning of Joanna May ",1,0.000374259676169874
"561","The Conquest of Canaan, Jericho ",1,0.000273800794750854
"562","The Culpepper Cattle Co. ",1,0.000181325209363143
"563","The Dallas Connection ",1,0.000172144962558274
"564","The Desires of Dawn ",1,0.000241402176649027
"565","The Doctor ",1,0.000297779837619586
"566","The Ethereal Plane ",1,0.000266643541740068
"567","The Far Side of Jericho ",1,0.000225399384709232
"568","The Fifth Expedition ",1,0.000207094698238172
"569","The Fighting Buckaroo ",1,0.000306734272636947
"570","The Firing Line ",1,0.000458344036148599
"571","The Fresh Air Will Do You Good ",1,0.000253395822602563
"572","The Frontier Phantom ",1,0.000374259676169893
"573","The Galloping Jinx ",1,0.000225399384709224
"574","The Gates of New York ",1,0.000374259676169888
"575","The Ghost of Crossbone Canyon ",1,0.000122520573140044
"576","The Gospel of Lou ",1,0.000316243935177592
"577","The Great Sioux Massacre ",1,0.000361013895720705
"578","The Great Sioux Uprising ",1,0.000191539752837768
"579","The Great Story:Red #2 Red Sand Make Your Soul Show ",1,0.000388514466312629
"580","The Grey Vulture ",1,0.000153957436597592
"581","The Guns of Christmas Past ",1,0.000529755685176342
"582","The Hammer and the Locksmith ",1,0.000133767624283866
"583","The Heart of a Knight ",1,0.000297779837619584
"584","The Horrors of Hussein ",1,0.000230492579313092
"585","The Incredible Hulk: Ultimate Destruction ",1,0.000266643541740064
"586","The Investigator ",1,0.000241402176649016
"587","The James Brothers of Missouri ",1,0.000420550276284197
"588","The Joyous Troublemaker ",1,0.000207094698238169
"589","The King of Fighters 2002: Challenge to Ultimate Battle ",1,0.0003162439351776
"590","The Last Eve ",1,0.000361013895720689
"591","The Law Comes to Texas ",1,0.000281352876104284
"592","The Learnin' of Jim Benton ",1,0.000235821270080365
"593","The Legend of Booger Red ",1,0.000225399384709221
"594","The Legend of Spyro: A New Beginning ",1,0.000253395822602551
"595","The Legend of the Lone Ranger ",1,0.000172144962558284
"596","The Library ",1,0.000297779837619594
"597","The Loaded Door ",1,0.000191539752837776
"598","The Looking Glass Wars ",1,0.000266643541740057
"599","The Magnificent Raiders of Dimension War One ",1,0.000181325209363134
"600","The Masked Dancer ",1,0.000297779837619615
"601","The Maverick ",1,0.000175099986662451
"602","The Minnesota Delivery ",1,0.000178158234014254
"603","The Missions of California ",1,0.000230492579313079
"604","The Mysterious Death of Number Thirty-Five ",1,0.00022539938470922
"605","The Mystery Trooper ",1,0.000289333383436123
"606","The Next Corner ",1,0.000289333383436129
"607","The Night Visitor 2: Heather's Story ",1,0.000281352876104274
"608","The Olive Sisters ",1,0.000458344036148595
"609","The Otherworld ",1,0.000163849487592456
"610","The Outlaw Michael Howe ",1,0.000220526412496897
"611","The Outsider ",1,0.00028933338343613
"612","The Protector ",1,0.000220526412496886
"613","The Quick and the Dead ",1,0.000235821270080375
"614","The Random Factor ",1,0.000266643541740066
"615","The Rawhide Years ",1,0.000281352876104276
"616","The Red Stallion ",1,0.000316243935177598
"617","The Redhead from Wyoming ",1,0.000215859681784837
"618","The Return of Peter Grimm ",1,0.000266643541740061
"619","The Salient ",1,0.000145191802160105
"620","The Shooting ",1,0.00019153975283776
"621","The Silent Force ",1,0.000403898124700768
"622","The Slave Trade ",1,0.000297779837619601
"623","The Sports Illustrated 20 Greatest College Basketball Players Ever ",1,0.000306734272636944
"624","The Stranger: In Memory Alone ",1,0.000273800794750835
"625","The Survivor ",1,0.00024140217664901
"626","The Tears of Reed Catkins ",1,0.000281352876104266
"627","The Tenth Line ",1,0.000259850942961972
"628","The Terminator: Dawn of Fate ",1,0.000153957436597596
"629","The Texas Rangers ",1,0.000420550276284197
"630","The Three Outcasts ",1,0.000348673654518552
"631","The Tower ",1,0.000316243935177603
"632","The Trend ",1,0.000438634562333106
"633","The Turtle Stone: The Legacy of Abbott Farm ",1,0.00024140217664901
"634","The Ukrainian Labour Temple: A Cultural and Political Movement from Winnipeg's North End ",1,0.000316243935177599
"635","The Voice from the Sky ",1,0.000188009392263241
"636","The Westerners ",1,0.000207094698238189
"637","The Wheelman ",1,0.000247253639758255
"638","The Wildest West Show of the Stars ",1,0.000188009392263255
"639","The Wolf Hunters ",1,0.000161259187089047
"640","The Woman of the Town ",1,0.000199013744083031
"641","The Wyoming Bandit ",1,0.000479908081908951
"642","Time Machine: True Stories of the NYPD ",1,0.000161259187089052
"643","To the Death ",1,0.000337149161893276
"644","To the Ends of Time ",1,0.000139245787016656
"645","Travelers ",1,0.000289333383436129
"646","Treasure of Ruby Hills ",1,0.000163849487592449
"647","Tricks of a Woman ",1,0.000337149161893267
"648","UFC on FOX 5: Road to the Octagon ",1,0.000163849487592435
"649","Under the Bed ",1,0.000529755685176333
"650","Under the Gun ",1,0.580662030810995
"651","Valley of the Scorned ",1,0.000181325209363127
"652","Vicious Thunder ",1,0.000163849487592447
"653","Vidhyaarthi: The Power of Students ",1,0.000388514466312637
"654","WCW/NWO The Great American Bash ",1,0.000316243935177598
"655","WWE: Rey Mysterio - The Life of a Masked Man ",1,0.000361013895720698
"656","Wages of Sin ",1,0.000161259187089049
"657","War of the Range ",1,0.000316243935177604
"658","When the Daltons Rode ",1,0.000259850942961969
"659","Winning of the West ",1,0.00018800939226324
"660","Woman on a Swing ",1,0.000253395822602544
"661","Women of the Revolution ",1,0.000374259676169883
"662","Wrestling Then & Now ",1,0.000259850942961944
"663","Young Guns of Texas ",1,0.622210937082055
"664","Z Foundation Earth ",1,0.000316243935177613
"665","""Eye of the Storm"" ",1,0.000225399384709221
"666","""Graviton: The Ghost Particle"" ",1,0.00047990808190894
"667","""IPT King of the Hill"" ",1,0.000388514466312634
"668","""NWA Wrestling Showcase"" ",1,0.000225399384709213
"669","""On This Site: The Historical Markers of Texas"" ",1,0.000247253639758234
"670","""Once Upon a Time in Qing Dao"" ",1,0.000438634562333109
"671","""Paranormal Around the Region"" ",1,0.000273800794750828
"672","""Pride and Prejudice"" ",1,0.000388514466312632
"673","""Snúcar Beo: The Northern Ireland Trophy"" ",1,0.000273800794750839
"674","""Star Trek the Original Series Fan Commentary"" ",1,0.000361013895720705
"675","""Technological Marvels of the Ancient World"" ",1,0.000503601383037179
"676","""The Calling of Nami Island"" ",1,0.00028135287610428
"677","""The Fist of Oblivion"" ",1,0.000225399384709206
"678","""The Game of the Century"" ",1,0.000388514466312634
"679","""The Genius of Invention"" ",1,0.000388514466312631
"680","""The Promised Land"" ",1,0.00024140217664902
"681","""The Re-Inventors"" ",1,0.000259850942961926
"682","""The StarWars Adventures: Project Blackwing"" ",1,0.000316243935177586
"683","""The Trouble with Going Somewhere"" ",1,0.000420550276284194
"684","""Triumph in the Skies II"" ",1,0.000220526412496886
"685","""Untitled Action Series"" ",1,0.0002977798376196
"686","""Violence of Action"" ",1,0.000374259676169901
"687","""Walt Disney's Carousel of Progress"" ",1,0.000403898124700757
"688","""World Series of Backgammon: Season Preview Show"" ",1,0.000220526412496885
"689","""World of Saltwater Fishing"" ",1,0.0662513286502403
"690","12 to the Moon ",1,0.00050360138303718
"691","3 Minute Wonder: Made in India - The House Remembers ",1,0.000403898124700763
"692","300 the Resurgence ",1,0.000420550276284194
"693","A Blossom of Love in Gannan ",1,0.000175099986662444
"694","A DVD History of the U.S. Constitution ",1,0.0004205502762842
"695","A Different Kind of Christmas ",1,0.000281352876104277
"696","A Última Juventude aka The Last Youth ",1,0.000420550276284179
"697","Abducted ",1,0.146479449923365
"698","Act of War ",1,0.000259850942961939
"699","Action Slate ",1,0.000420550276284195
"700","Active Shooter ",1,0.000438634562333105
"701","Acts of Resistance: Command's Downfall ",1,0.000337149161893272
"702","Airships and Anatasia: The Movie ",1,0.000374259676169884
"703","Akirema City of the Damned ",1,0.000289333383436139
"704","Akumajou Dracula: Gallery of Labyrinth ",1,0.000230492579313088
"705","Alien Nation: The Enemy Within ",1,0.000297779837619588
"706","All of My Heart: Inn Love ",1,0.000388514466312625
"707","Alta by Special Invitaion ",1,0.000374259676169876
"708","American Commando 3: Savage Temptation ",1,0.000316243935177601
"709","Anubrata Bhalo Achho? and a Verse Called Life ",1,0.000266643541740055
"710","Army of Two ",1,0.000420550276284209
"711","Art of Murder ",1,0.000458344036148588
"712","Balance of Power ",1,0.000306734272636941
"713","Bandits of the Badlands ",1,0.000361013895720704
"714","Battle Jitni: The Danger Element ",1,0.000503601383037161
"715","Beyond the Shadows: The Making of Shadowhunters ",1,0.000479908081908959
"716","Billy the Kid in Santa Fe ",1,0.000374259676169894
"717","Boots and Saddles ",1,0.000388514466312636
"718","Born in the Badlands ",1,0.000207094698238176
"719","Bring Me the Head of Trapper Flint ",1,0.000420550276284202
"720","California State Sporting Clays Championship ",1,0.000247253639758245
"721","Catching Odell ",1,0.000316243935177599
"722","Chakra the Invincible ",1,0.000241402176649003
"723","Challenge of Five Gauntlets ",1,0.000266643541740049
"724","Change in the Wind ",1,0.000161259187089055
"725","Chaotic Chronicles of the Crusty Demons of Dirt ",1,0.000153957436597589
"726","Chapters of Love Chasing Sunrise ",1,0.000326362118537626
"727","Chase the Express ",1,0.000273800794750833
"728","Cheaper to Keep Her ",1,0.000503601383037184
"729","Children of Others ",1,0.000420550276284202
"730","Cody of the Pony Express ",1,0.131868468433555
"731","Cornwyth: Tales of Ostara ",1,0.000388514466312628
"732","Cover Up: South Florida Invasion ",1,0.000337149161893273
"733","Crazy Horse and Custer: The Untold Story ",1,0.000479908081908956
"734","Cult of the Crystal Skull ",1,0.000220526412496896
"735","Darkest of Days ",1,0.00025339582260255
"736","Death Run to Istanbul ",1,0.000420550276284199
"737","Demon with the Atomic Brain ",1,0.000266643541740063
"738","Detective Jimmy Apple ",1,0.000420550276284212
"739","Devotion ",1,0.000235821270080367
"740","Dogs of Chinatown ",1,0.000241402176649011
"741","Double Crossed ",1,0.000337149161893266
"742","Drawn to the Flame ",1,0.000529755685176328
"743","ECW November to Remember '96 ",1,0.000326362118537635
"744","EP/Executive Protection ",1,0.000403898124700774
"745","Edge of the Empire ",1,0.000253395822602568
"746","Encounters of the Fourth Kind ",1,0.063892709705903
"747","Evidence: Ground Zero ",1,0.000420550276284214
"748","Exorcism: Driving Out the Devil ",1,0.000337149161893264
"749","Faux and Orchard: Little Deaths ",1,0.00028135287610429
"750","Fedor: Return of the Last Emperor ",1,0.000503601383037185
"751","Fifty Miles to Mexico ",1,0.000202973821674582
"752","Five Minutes to Tomorrow ",1,0.000225399384709229
"753","Flowers and Lap of a Rose ",1,0.000273800794750824
"754","Forbidden Temptations ",1,0.000374259676169896
"755","Force of the Ninja ",1,0.000479908081908951
"756","Four Deadly Reasons ",1,0.00018132520936314
"757","Four Guns to the Border ",1,0.000259850942961952
"758","Frosted Pink with a Twist ",1,0.000337149161893261
"759","Gangsters of the Frontier ",1,0.000374259676169896
